,0
32522,234
32523,351
32524,351
32525,674
32526,262
32527,203
32528,61
32529,347
32530,625
32531,351
32532,8
32533,75
32534,166
32535,483
32536,749
32537,749
32538,576
32539,196
32540,210
32541,210
32542,533
32543,505
32544,288
32545,674
32546,210
32547,570
32548,765
32549,765
32550,234
32551,234
32552,234
32553,342
32554,765
32555,765
32556,765
32557,765
32558,61
32559,708
32560,610
32561,790
32562,190
32563,189
32564,110
32565,251
32566,113
32567,111
32568,10
32569,251
32570,699
32571,444
32572,288
32573,744
32574,347
32575,642
32576,287
32577,642
32578,482
32579,157
32580,66
32581,297
32582,297
32583,297
32584,297
32585,61
32586,504
32587,687
32588,351
32589,444
32590,444
32591,444
32592,444
32593,196
32594,61
32595,449
32596,196
32597,351
32598,746
32599,48
32600,744
32601,744
32602,744
32603,744
32604,790
32605,157
32606,142
32607,356
32608,356
32609,475
32610,112
32611,92
32612,188
32613,476
32614,789
32615,157
32616,597
32617,48
32618,597
32619,597
32620,203
32621,597
32622,437
32623,110
32624,110
32625,110
32626,188
32627,188
32628,359
32629,740
32630,740
32631,342
32632,342
32633,342
32634,765
32635,342
32636,694
32637,694
32638,678
32639,700
32640,611
32641,114
32642,603
32643,114
32644,504
32645,0
32646,674
32647,551
32648,104
32649,47
32650,104
32651,540
32652,351
32653,498
32654,498
32655,90
32656,339
32657,314
32658,440
32659,314
32660,475
32661,339
32662,495
32663,268
32664,268
32665,397
32666,635
32667,339
32668,652
32669,652
32670,652
32671,652
32672,652
32673,262
32674,336
32675,476
32676,725
32677,746
32678,194
32679,746
32680,53
32681,142
32682,779
32683,239
32684,744
32685,234
32686,142
32687,744
32688,142
32689,351
32690,142
32691,657
32692,495
32693,70
32694,142
32695,476
32696,188
32697,744
32698,744
32699,707
32700,5
32701,504
32702,249
32703,140
32704,347
32705,444
32706,251
32707,110
32708,624
32709,292
32710,68
32711,68
32712,268
32713,48
32714,576
32715,576
32716,291
32717,554
32718,614
32719,497
32720,32
32721,523
32722,391
32723,391
32724,339
32725,623
32726,449
32727,556
32728,556
32729,764
32730,687
32731,687
32732,687
32733,687
32734,44
32735,540
32736,153
32737,398
32738,153
32739,153
32740,603
32741,157
32742,5
32743,445
32744,603
32745,462
32746,44
32747,214
32748,115
32749,89
32750,89
32751,397
32752,397
32753,239
32754,437
32755,97
32756,444
32757,234
32758,241
32759,118
32760,118
32761,118
32762,11
32763,437
32764,175
32765,175
32766,708
32767,674
32768,262
32769,674
32770,674
32771,540
32772,703
32773,8
32774,703
32775,603
32776,347
32777,115
32778,744
32779,101
32780,339
32781,744
32782,339
32783,115
32784,44
32785,44
32786,629
32787,38
32788,48
32789,140
32790,242
32791,558
32792,311
32793,153
32794,674
32795,83
32796,351
32797,262
32798,196
32799,504
32800,498
32801,498
32802,60
32803,674
32804,351
32805,179
32806,179
32807,179
32808,628
32809,8
32810,140
32811,140
32812,368
32813,311
32814,744
32815,526
32816,744
32817,311
32818,210
32819,76
32820,76
32821,571
32822,249
32823,445
32824,609
32825,304
32826,763
32827,1
32828,653
32829,653
32830,653
32831,653
32832,653
32833,653
32834,653
32835,653
32836,653
32837,97
32838,448
32839,674
32840,483
32841,203
32842,203
32843,674
32844,258
32845,448
32846,483
32847,483
32848,483
32849,203
32850,351
32851,259
32852,398
32853,674
32854,351
32855,225
32856,27
32857,744
32858,28
32859,44
32860,44
32861,766
32862,364
32863,725
32864,456
32865,190
32866,173
32867,629
32868,142
32869,5
32870,268
32871,203
32872,576
32873,474
32874,351
32875,196
32876,113
32877,449
32878,142
32879,142
32880,142
32881,142
32882,462
32883,142
32884,704
32885,629
32886,437
32887,437
32888,746
32889,437
32890,97
32891,462
32892,463
32893,463
32894,463
32895,463
32896,463
32897,463
32898,463
32899,463
32900,498
32901,498
32902,652
32903,652
32904,311
32905,144
32906,179
32907,708
32908,483
32909,674
32910,330
32911,153
32912,363
32913,462
32914,157
32915,766
32916,744
32917,352
32918,687
32919,66
32920,398
32921,169
32922,44
32923,101
32924,44
32925,444
32926,385
32927,118
32928,792
32929,146
32930,197
32931,146
32932,463
32933,142
32934,142
32935,113
32936,188
32937,142
32938,142
32939,142
32940,142
32941,142
32942,746
32943,444
32944,444
32945,444
32946,444
32947,212
32948,657
32949,444
32950,444
32951,339
32952,474
32953,268
32954,540
32955,564
32956,268
32957,474
32958,355
32959,703
32960,703
32961,703
32962,703
32963,281
32964,281
32965,281
32966,389
32967,628
32968,389
32969,640
32970,339
32971,272
32972,157
32973,142
32974,474
32975,653
32976,142
32977,106
32978,111
32979,113
32980,446
32981,111
32982,446
32983,111
32984,106
32985,1
32986,449
32987,111
32988,8
32989,558
32990,746
32991,746
32992,330
32993,194
32994,194
32995,398
32996,157
32997,442
32998,749
32999,142
33000,330
33001,330
33002,63
33003,540
33004,142
33005,444
33006,776
33007,444
33008,281
33009,504
33010,746
33011,746
33012,196
33013,444
33014,444
33015,444
33016,281
33017,558
33018,558
33019,112
33020,629
33021,667
33022,142
33023,24
33024,142
33025,142
33026,197
33027,197
33028,437
33029,772
33030,444
33031,749
33032,744
33033,234
33034,176
33035,157
33036,157
33037,474
33038,707
33039,33
33040,363
33041,157
33042,764
33043,351
33044,295
33045,53
33046,653
33047,142
33048,692
33049,692
33050,692
33051,153
33052,692
33053,714
33054,292
33055,262
33056,744
33057,219
33058,87
33059,221
33060,197
33061,44
33062,749
33063,113
33064,297
33065,261
33066,47
33067,297
33068,680
33069,342
33070,687
33071,687
33072,687
33073,110
33074,351
33075,75
33076,398
33077,389
33078,307
33079,483
33080,353
33081,483
33082,251
33083,251
33084,251
33085,251
33086,251
33087,251
33088,558
33089,558
33090,558
33091,558
33092,188
33093,484
33094,157
33095,339
33096,766
33097,76
33098,158
33099,157
33100,351
33101,157
33102,210
33103,157
33104,355
33105,131
33106,351
33107,21
33108,446
33109,5
33110,142
33111,281
33112,281
33113,756
33114,790
33115,674
33116,703
33117,196
33118,134
33119,703
33120,281
33121,351
33122,474
33123,708
33124,351
33125,157
33126,53
33127,398
33128,652
33129,210
33130,424
33131,157
33132,576
33133,576
33134,142
33135,576
33136,576
33137,363
33138,363
33139,589
33140,197
33141,142
33142,142
33143,197
33144,142
33145,142
33146,106
33147,363
33148,629
33149,766
33150,589
33151,142
33152,233
33153,44
33154,44
33155,197
33156,142
33157,142
33158,612
33159,316
33160,316
33161,372
33162,351
33163,115
33164,38
33165,194
33166,157
33167,395
33168,395
33169,351
33170,176
33171,81
33172,594
33173,395
33174,44
33175,779
33176,241
33177,241
33178,118
33179,707
33180,115
33181,725
33182,142
33183,112
33184,398
33185,766
33186,614
33187,5
33188,144
33189,142
33190,190
33191,210
33192,190
33193,142
33194,196
33195,111
33196,356
33197,142
33198,142
33199,297
33200,654
33201,687
33202,446
33203,654
33204,687
33205,281
33206,115
33207,179
33208,24
33209,262
33210,188
33211,190
33212,628
33213,106
33214,90
33215,157
33216,196
33217,629
33218,474
33219,707
33220,766
33221,353
33222,157
33223,687
33224,339
33225,714
33226,241
33227,115
33228,115
33229,687
33230,385
33231,297
33232,347
33233,347
33234,483
33235,463
33236,608
33237,188
33238,390
33239,113
33240,196
33241,523
33242,704
33243,603
33244,347
33245,750
33246,363
33247,113
33248,603
33249,603
33250,482
33251,249
33252,398
33253,558
33254,8
33255,111
33256,142
33257,746
33258,142
33259,76
33260,462
33261,462
33262,384
33263,611
33264,234
33265,790
33266,101
33267,444
33268,142
33269,157
33270,571
33271,70
33272,142
33273,142
33274,142
33275,142
33276,142
33277,181
33278,168
33279,135
33280,135
33281,246
33282,246
33283,642
33284,241
33285,251
33286,251
33287,316
33288,111
33289,164
33290,764
33291,388
33292,351
33293,24
33294,112
33295,168
33296,610
33297,681
33298,766
33299,142
33300,339
33301,347
33302,278
33303,210
33304,474
33305,44
33306,744
33307,474
33308,474
33309,776
33310,776
33311,462
33312,142
33313,142
33314,142
33315,142
33316,142
33317,142
33318,234
33319,142
33320,115
33321,115
33322,115
33323,113
33324,438
33325,44
33326,189
33327,708
33328,557
33329,476
33330,142
33331,541
33332,681
33333,197
33334,540
33335,19
33336,39
33337,687
33338,708
33339,157
33340,113
33341,505
33342,44
33343,398
33344,258
33345,171
33346,463
33347,498
33348,744
33349,674
33350,628
33351,483
33352,87
33353,157
33354,262
33355,674
33356,142
33357,593
33358,251
33359,398
33360,399
33361,714
33362,444
33363,176
33364,44
33365,44
33366,339
33367,142
33368,166
33369,210
33370,744
33371,54
33372,398
33373,744
33374,210
33375,210
33376,463
33377,463
33378,110
33379,110
33380,142
33381,593
33382,164
33383,50
33384,38
33385,38
33386,38
33387,38
33388,38
33389,38
33390,115
33391,39
33392,115
33393,38
33394,38
33395,714
33396,210
33397,251
33398,694
33399,249
33400,249
33401,486
33402,540
33403,44
33404,166
33405,498
33406,351
33407,44
33408,140
33409,140
33410,501
33411,462
33412,142
33413,43
33414,501
33415,533
33416,81
33417,246
33418,189
33419,39
33420,444
33421,142
33422,234
33423,142
33424,142
33425,397
33426,194
33427,339
33428,740
33429,551
33430,624
33431,153
33432,674
33433,674
33434,624
33435,153
33436,674
33437,674
33438,674
33439,674
33440,674
33441,262
33442,251
33443,351
33444,351
33445,351
33446,139
33447,657
33448,142
33449,620
33450,142
33451,111
33452,744
33453,790
33454,483
33455,8
33456,724
33457,157
33458,558
33459,453
33460,241
33461,108
33462,108
33463,157
33464,744
33465,157
33466,140
33467,303
33468,703
33469,498
33470,498
33471,498
33472,726
33473,657
33474,194
33475,142
33476,44
33477,44
33478,194
33479,707
33480,388
33481,242
33482,627
33483,104
33484,173
33485,118
33486,76
33487,127
33488,674
33489,166
33490,358
33491,166
33492,53
33493,44
33494,157
33495,1
33496,111
33497,166
33498,166
33499,194
33500,486
33501,111
33502,483
33503,687
33504,766
33505,708
33506,778
33507,19
33508,249
33509,631
33510,790
33511,190
33512,629
33513,558
33514,631
33515,505
33516,142
33517,766
33518,498
33519,589
33520,351
33521,674
33522,0
33523,351
33524,351
33525,142
33526,142
33527,142
33528,44
33529,111
33530,382
33531,330
33532,666
33533,642
33534,179
33535,179
33536,32
33537,351
33538,351
33539,351
33540,176
33541,351
33542,351
33543,351
33544,44
33545,1
33546,437
33547,0
33548,249
33549,254
33550,347
33551,214
33552,744
33553,38
33554,462
33555,113
33556,113
33557,44
33558,446
33559,48
33560,44
33561,142
33562,142
33563,653
33564,483
33565,376
33566,142
33567,99
33568,649
33569,8
33570,649
33571,8
33572,307
33573,523
33574,8
33575,142
33576,153
33577,68
33578,749
33579,234
33580,483
33581,657
33582,36
33583,476
33584,214
33585,389
33586,389
33587,110
33588,657
33589,482
33590,385
33591,121
33592,38
33593,115
33594,355
33595,38
33596,38
33597,115
33598,38
33599,44
33600,749
33601,121
33602,216
33603,356
33604,89
33605,69
33606,210
33607,789
33608,10
33609,145
33610,744
33611,533
33612,601
33613,35
33614,661
33615,554
33616,398
33617,210
33618,611
33619,629
33620,125
33621,637
33622,125
33623,722
33624,649
33625,649
33626,61
33627,157
33628,707
33629,1
33630,142
33631,142
33632,653
33633,49
33634,1
33635,649
33636,8
33637,25
33638,278
33639,449
33640,449
33641,744
33642,8
33643,112
33644,97
33645,215
33646,707
33647,1
33648,157
33649,34
33650,351
33651,268
33652,351
33653,74
33654,749
33655,444
33656,776
33657,776
33658,463
33659,249
33660,351
33661,498
33662,657
33663,359
33664,25
33665,351
33666,523
33667,115
33668,279
33669,279
33670,279
33671,749
33672,157
33673,746
33674,97
33675,191
33676,657
33677,444
33678,444
33679,44
33680,444
33681,606
33682,707
33683,242
33684,54
33685,746
33686,707
33687,667
33688,611
33689,666
33690,115
33691,463
33692,785
33693,463
33694,142
33695,684
33696,707
33697,241
33698,142
33699,398
33700,444
33701,8
33702,653
33703,398
33704,113
33705,707
33706,749
33707,39
33708,115
33709,657
33710,249
33711,249
33712,190
33713,784
33714,661
33715,725
33716,578
33717,604
33718,1
33719,110
33720,281
33721,142
33722,436
33723,474
33724,482
33725,749
33726,1
33727,181
33728,181
33729,157
33730,339
33731,587
33732,28
33733,89
33734,28
33735,47
33736,642
33737,512
33738,351
33739,157
33740,724
33741,196
33742,1
33743,90
33744,576
33745,189
33746,398
33747,476
33748,475
33749,115
33750,142
33751,692
33752,707
33753,533
33754,533
33755,643
33756,449
33757,351
33758,449
33759,272
33760,61
33761,677
33762,599
33763,622
33764,142
33765,595
33766,115
33767,115
33768,83
33769,83
33770,142
33771,746
33772,210
33773,210
33774,210
33775,115
33776,272
33777,594
33778,449
33779,210
33780,633
33781,115
33782,714
33783,444
33784,217
33785,776
33786,776
33787,351
33788,749
33789,611
33790,611
33791,611
33792,611
33793,176
33794,197
33795,99
33796,226
33797,437
33798,714
33799,763
33800,355
33801,25
33802,53
33803,10
33804,356
33805,703
33806,498
33807,389
33808,234
33809,281
33810,328
33811,225
33812,725
33813,330
33814,225
33815,498
33816,106
33817,142
33818,113
33819,629
33820,649
33821,576
33822,210
33823,210
33824,24
33825,649
33826,68
33827,115
33828,39
33829,629
33830,10
33831,674
33832,215
33833,1
33834,744
33835,103
33836,115
33837,113
33838,111
33839,611
33840,252
33841,629
33842,446
33843,437
33844,437
33845,437
33846,437
33847,194
33848,611
33849,611
33850,444
33851,444
33852,68
33853,20
33854,681
33855,339
33856,495
33857,194
33858,689
33859,576
33860,142
33861,629
33862,398
33863,113
33864,372
33865,674
33866,44
33867,5
33868,160
33869,61
33870,253
33871,498
33872,255
33873,327
33874,629
33875,53
33876,610
33877,28
33878,339
33879,339
33880,385
33881,339
33882,684
33883,385
33884,113
33885,785
33886,790
33887,25
33888,498
33889,0
33890,692
33891,61
33892,563
33893,465
33894,649
33895,449
33896,446
33897,68
33898,142
33899,190
33900,169
33901,0
33902,540
33903,714
33904,463
33905,540
33906,776
33907,32
33908,446
33909,239
33910,176
33911,504
33912,142
33913,142
33914,142
33915,111
33916,24
33917,681
33918,157
33919,330
33920,142
33921,359
33922,142
33923,643
33924,476
33925,385
33926,372
33927,603
33928,398
33929,142
33930,483
33931,281
33932,311
33933,153
33934,692
33935,190
33936,210
33937,210
33938,210
33939,21
33940,483
33941,657
33942,707
33943,389
33944,694
33945,694
33946,612
33947,142
33948,176
33949,114
33950,706
33951,250
33952,657
33953,250
33954,614
33955,142
33956,629
33957,629
33958,173
33959,49
33960,10
33961,142
33962,351
33963,142
33964,330
33965,97
33966,196
33967,278
33968,504
33969,157
33970,330
33971,157
33972,0
33973,330
33974,113
33975,384
33976,0
33977,110
33978,576
33979,692
33980,242
33981,210
33982,629
33983,330
33984,176
33985,674
33986,281
33987,385
33988,157
33989,611
33990,385
33991,5
33992,325
33993,241
33994,115
33995,115
33996,27
33997,347
33998,798
33999,176
34000,351
34001,355
34002,448
34003,578
34004,776
34005,703
34006,666
34007,674
34008,142
34009,694
34010,339
34011,483
34012,385
34013,616
34014,616
34015,616
34016,616
34017,616
34018,476
34019,784
34020,0
34021,142
34022,368
34023,750
34024,495
34025,194
34026,385
34027,694
34028,498
34029,686
34030,498
34031,498
34032,498
34033,603
34034,307
34035,164
34036,157
34037,6
34038,444
34039,297
34040,681
34041,106
34042,113
34043,704
34044,111
34045,210
34046,216
34047,351
34048,210
34049,629
34050,140
34051,241
34052,606
34053,524
34054,442
34055,749
34056,44
34057,106
34058,111
34059,351
34060,24
34061,483
34062,674
34063,264
34064,21
34065,571
34066,495
34067,277
34068,674
34069,396
34070,277
34071,115
34072,330
34073,385
34074,330
34075,385
34076,385
34077,444
34078,196
34079,642
34080,112
34081,463
34082,388
34083,8
34084,744
34085,101
34086,463
34087,8
34088,278
34089,339
34090,347
34091,194
34092,262
34093,277
34094,463
34095,482
34096,142
34097,24
34098,749
34099,142
34100,142
34101,142
34102,142
34103,444
34104,142
34105,157
34106,385
34107,707
34108,145
34109,372
34110,351
34111,522
34112,157
34113,142
34114,7
34115,351
34116,39
34117,39
34118,288
34119,115
34120,49
34121,498
34122,498
34123,385
34124,262
34125,369
34126,28
34127,744
34128,197
34129,44
34130,347
34131,101
34132,790
34133,694
34134,75
34135,576
34136,189
34137,113
34138,576
34139,554
34140,444
34141,444
34142,444
34143,444
34144,687
34145,526
34146,756
34147,448
34148,110
34149,142
34150,140
34151,744
34152,708
34153,115
34154,115
34155,398
34156,115
34157,746
34158,155
34159,463
34160,502
34161,35
34162,502
34163,661
34164,733
34165,601
34166,142
34167,142
34168,653
34169,694
34170,694
34171,463
34172,281
34173,129
34174,573
34175,463
34176,474
34177,142
34178,652
34179,210
34180,142
34181,653
34182,68
34183,144
34184,297
34185,628
34186,330
34187,330
34188,142
34189,610
34190,38
34191,346
34192,113
34193,674
34194,744
34195,268
34196,268
34197,164
34198,297
34199,439
34200,113
34201,115
34202,675
34203,675
34204,463
34205,463
34206,463
34207,701
34208,714
34209,8
34210,44
34211,740
34212,142
34213,53
34214,268
34215,667
34216,129
34217,10
34218,784
34219,157
34220,288
34221,129
34222,157
34223,21
34224,674
34225,611
34226,523
34227,0
34228,643
34229,44
34230,44
34231,484
34232,44
34233,28
34234,351
34235,176
34236,44
34237,44
34238,398
34239,785
34240,785
34241,342
34242,437
34243,330
34244,330
34245,281
34246,330
34247,330
34248,444
34249,54
34250,351
34251,674
34252,708
34253,656
34254,714
34255,176
34256,176
34257,714
34258,190
34259,704
34260,589
34261,675
34262,168
34263,629
34264,53
34265,53
34266,53
34267,339
34268,44
34269,142
34270,368
34271,749
34272,277
34273,106
34274,527
34275,347
34276,654
34277,527
34278,575
34279,750
34280,351
34281,661
34282,790
34283,363
34284,385
34285,281
34286,578
34287,342
34288,746
34289,388
34290,444
34291,188
34292,339
34293,44
34294,44
34295,444
34296,44
34297,746
34298,44
34299,115
34300,187
34301,484
34302,157
34303,176
34304,746
34305,115
34306,115
34307,108
34308,661
34309,108
34310,210
34311,210
34312,629
34313,11
34314,11
34315,11
34316,11
34317,223
34318,113
34319,0
34320,463
34321,196
34322,462
34323,251
34324,164
34325,142
34326,475
34327,277
34328,142
34329,367
34330,768
34331,779
34332,277
34333,157
34334,157
34335,157
34336,157
34337,397
34338,653
34339,142
34340,142
34341,444
34342,164
34343,484
34344,445
34345,286
34346,286
34347,197
34348,446
34349,677
34350,523
34351,142
34352,629
34353,573
34354,475
34355,449
34356,454
34357,661
34358,601
34359,616
34360,674
34361,142
34362,351
34363,351
34364,292
34365,292
34366,385
34367,476
34368,444
34369,210
34370,241
34371,35
34372,351
34373,661
34374,642
34375,449
34376,298
34377,115
34378,142
34379,210
34380,210
34381,398
34382,142
34383,330
34384,44
34385,790
34386,347
34387,61
34388,744
34389,24
34390,792
34391,115
34392,168
34393,111
34394,111
34395,111
34396,111
34397,444
34398,649
34399,475
34400,303
34401,118
34402,157
34403,44
34404,183
34405,624
34406,115
34407,157
34408,744
34409,674
34410,6
34411,603
34412,731
34413,593
34414,142
34415,142
34416,268
34417,1
34418,649
34419,112
34420,603
34421,115
34422,339
34423,649
34424,210
34425,789
34426,44
34427,44
34428,76
34429,53
34430,49
34431,44
34432,277
34433,707
34434,763
34435,113
34436,368
34437,463
34438,540
34439,157
34440,674
34441,330
34442,347
34443,347
34444,523
34445,523
34446,523
34447,523
34448,44
34449,44
34450,44
34451,327
34452,157
34453,746
34454,177
34455,106
34456,142
34457,249
34458,666
34459,0
34460,498
34461,210
34462,674
34463,177
34464,714
34465,142
34466,115
34467,339
34468,339
34469,113
34470,291
34471,277
34472,474
34473,474
34474,115
34475,38
34476,390
34477,113
34478,635
34479,339
34480,351
34481,176
34482,44
34483,629
34484,190
34485,113
34486,44
34487,111
34488,10
34489,115
34490,142
34491,113
34492,113
34493,113
34494,106
34495,113
34496,106
34497,113
34498,158
34499,113
34500,277
34501,113
34502,113
34503,106
34504,106
34505,113
34506,113
34507,113
34508,113
34509,657
34510,113
34511,113
34512,239
34513,674
34514,674
34515,611
34516,746
34517,675
34518,674
34519,44
34520,708
34521,681
34522,541
34523,53
34524,140
34525,784
34526,571
34527,142
34528,44
34529,616
34530,190
34531,347
34532,746
34533,744
34534,584
34535,764
34536,210
34537,629
34538,629
34539,342
34540,629
34541,738
34542,44
34543,476
34544,517
34545,1
34546,501
34547,174
34548,174
34549,633
34550,633
34551,523
34552,194
34553,768
34554,210
34555,210
34556,298
34557,189
34558,140
34559,465
34560,347
34561,140
34562,440
34563,744
34564,657
34565,576
34566,482
34567,657
34568,482
34569,657
34570,292
34571,398
34572,790
34573,790
34574,749
34575,11
34576,749
34577,653
34578,142
34579,142
34580,359
34581,142
34582,142
34583,142
34584,653
34585,142
34586,142
34587,448
34588,94
34589,94
34590,94
34591,164
34592,94
34593,486
34594,94
34595,674
34596,94
34597,474
34598,95
34599,113
34600,749
34601,707
34602,142
34603,744
34604,89
34605,89
34606,140
34607,189
34608,38
34609,482
34610,234
34611,0
34612,38
34613,11
34614,574
34615,264
34616,790
34617,262
34618,476
34619,318
34620,142
34621,565
34622,44
34623,44
34624,44
34625,44
34626,317
34627,44
34628,44
34629,142
34630,189
34631,714
34632,766
34633,1
34634,210
34635,194
34636,179
34637,714
34638,529
34639,694
34640,616
34641,523
34642,36
34643,656
34644,616
34645,175
34646,175
34647,175
34648,616
34649,385
34650,593
34651,483
34652,388
34653,398
34654,111
34655,106
34656,113
34657,106
34658,628
34659,628
34660,449
34661,785
34662,140
34663,140
34664,196
34665,678
34666,111
34667,157
34668,388
34669,385
34670,113
34671,694
34672,157
34673,674
34674,48
34675,48
34676,482
34677,763
34678,189
34679,347
34680,188
34681,601
34682,44
34683,210
34684,111
34685,111
34686,790
34687,681
34688,53
34689,656
34690,603
34691,746
34692,210
34693,523
34694,351
34695,196
34696,681
34697,164
34698,385
34699,611
34700,482
34701,554
34702,482
34703,214
34704,638
34705,638
34706,35
34707,35
34708,624
34709,35
34710,114
34711,111
34712,113
34713,44
34714,6
34715,611
34716,740
34717,142
34718,142
34719,142
34720,629
34721,472
34722,115
34723,628
34724,288
34725,210
34726,142
34727,657
34728,657
34729,330
34730,616
34731,339
34732,749
34733,142
34734,744
34735,749
34736,437
34737,437
34738,437
34739,614
34740,437
34741,674
34742,27
34743,779
34744,652
34745,142
34746,587
34747,179
34748,157
34749,589
34750,657
34751,113
34752,189
34753,351
34754,330
34755,395
34756,656
34757,142
34758,629
34759,388
34760,388
34761,474
34762,142
34763,111
34764,687
34765,281
34766,142
34767,239
34768,8
34769,48
34770,142
34771,210
34772,157
34773,142
34774,629
34775,215
34776,574
34777,157
34778,44
34779,770
34780,142
34781,746
34782,281
34783,746
34784,746
34785,176
34786,135
34787,61
34788,611
34789,213
34790,351
34791,351
34792,157
34793,288
34794,188
34795,19
34796,53
34797,210
34798,113
34799,458
34800,142
34801,118
34802,157
34803,106
34804,656
34805,792
34806,330
34807,657
34808,345
34809,43
34810,558
34811,1
34812,115
34813,1
34814,746
34815,351
34816,44
34817,594
34818,157
34819,351
34820,157
34821,347
34822,115
34823,157
34824,351
34825,398
34826,616
34827,344
34828,344
34829,703
34830,540
34831,749
34832,395
34833,524
34834,368
34835,703
34836,44
34837,8
34838,157
34839,526
34840,355
34841,171
34842,106
34843,157
34844,657
34845,174
34846,694
34847,210
34848,6
34849,599
34850,593
34851,176
34852,142
34853,142
34854,339
34855,210
34856,347
34857,444
34858,347
34859,751
34860,142
34861,44
34862,514
34863,226
34864,188
34865,339
34866,188
34867,785
34868,197
34869,197
34870,125
34871,785
34872,332
34873,188
34874,785
34875,339
34876,115
34877,570
34878,785
34879,785
34880,707
34881,95
34882,287
34883,700
34884,125
34885,197
34886,197
34887,749
34888,746
34889,203
34890,142
34891,397
34892,397
34893,704
34894,635
34895,194
34896,351
34897,157
34898,753
34899,157
34900,188
34901,197
34902,776
34903,268
34904,225
34905,70
34906,226
34907,226
34908,226
34909,723
34910,225
34911,226
34912,291
34913,8
34914,529
34915,339
34916,700
34917,119
34918,189
34919,385
34920,157
34921,707
34922,106
34923,500
34924,47
34925,214
34926,714
34927,687
34928,281
34929,190
34930,142
34931,142
34932,142
34933,157
34934,246
34935,197
34936,221
34937,10
34938,635
34939,657
34940,657
34941,657
34942,657
34943,656
34944,281
34945,390
34946,142
34947,53
34948,398
34949,73
34950,356
34951,101
34952,197
34953,281
34954,142
34955,142
34956,339
34957,339
34958,339
34959,101
34960,182
34961,684
34962,197
34963,277
34964,277
34965,744
34966,744
34967,744
34968,196
34969,203
34970,262
34971,157
34972,694
34973,694
34974,694
34975,578
34976,633
34977,4
34978,135
34979,135
34980,135
34981,135
34982,168
34983,168
34984,168
34985,168
34986,168
34987,168
34988,439
34989,675
34990,168
34991,675
34992,197
34993,142
34994,463
34995,268
34996,268
34997,268
34998,569
34999,339
35000,463
35001,115
35002,747
35003,142
35004,681
35005,142
35006,681
35007,351
35008,24
35009,657
35010,657
35011,798
35012,351
35013,281
35014,347
35015,483
35016,330
35017,142
35018,27
35019,474
35020,474
35021,474
35022,474
35023,347
35024,347
35025,157
35026,388
35027,135
35028,776
35029,108
35030,276
35031,210
35032,210
35033,108
35034,368
35035,398
35036,226
35037,225
35038,398
35039,385
35040,474
35041,157
35042,699
35043,436
35044,597
35045,351
35046,711
35047,687
35048,351
35049,444
35050,495
35051,372
35052,790
35053,215
35054,89
35055,89
35056,578
35057,142
35058,277
35059,144
35060,687
35061,339
35062,197
35063,381
35064,798
35065,142
35066,24
35067,746
35068,142
35069,339
35070,155
35071,69
35072,770
35073,101
35074,135
35075,517
35076,597
35077,597
35078,703
35079,347
35080,61
35081,463
35082,351
35083,614
35084,351
35085,347
35086,339
35087,339
35088,277
35089,277
35090,142
35091,142
35092,142
35093,304
35094,157
35095,157
35096,474
35097,157
35098,304
35099,733
35100,733
35101,157
35102,194
35103,650
35104,725
35105,616
35106,744
35107,578
35108,197
35109,90
35110,68
35111,614
35112,614
35113,614
35114,614
35115,398
35116,614
35117,725
35118,576
35119,656
35120,157
35121,115
35122,157
35123,330
35124,101
35125,203
35126,438
35127,268
35128,474
35129,249
35130,486
35131,53
35132,291
35133,764
35134,766
35135,176
35136,8
35137,798
35138,463
35139,157
35140,369
35141,706
35142,157
35143,368
35144,483
35145,142
35146,39
35147,694
35148,396
35149,446
35150,714
35151,611
35152,157
35153,8
35154,115
35155,330
35156,115
35157,142
35158,142
35159,611
35160,142
35161,108
35162,32
35163,32
35164,32
35165,32
35166,649
35167,603
35168,351
35169,142
35170,287
35171,463
35172,785
35173,97
35174,115
35175,142
35176,776
35177,140
35178,60
35179,703
35180,297
35181,463
35182,69
35183,157
35184,763
35185,157
35186,32
35187,354
35188,629
35189,89
35190,142
35191,642
35192,642
35193,642
35194,642
35195,49
35196,578
35197,368
35198,330
35199,61
35200,194
35201,142
35202,766
35203,157
35204,54
35205,628
35206,142
35207,142
35208,142
35209,330
35210,142
35211,142
35212,474
35213,674
35214,666
35215,674
35216,674
35217,21
35218,61
35219,744
35220,94
35221,438
35222,186
35223,24
35224,642
35225,484
35226,142
35227,119
35228,790
35229,176
35230,297
35231,297
35232,297
35233,297
35234,297
35235,297
35236,385
35237,145
35238,614
35239,674
35240,119
35241,142
35242,628
35243,351
35244,210
35245,210
35246,210
35247,397
35248,517
35249,197
35250,385
35251,157
35252,656
35253,351
35254,351
35255,351
35256,351
35257,696
35258,696
35259,281
35260,725
35261,142
35262,450
35263,112
35264,25
35265,90
35266,90
35267,90
35268,157
35269,691
35270,113
35271,113
35272,113
35273,106
35274,113
35275,196
35276,779
35277,119
35278,115
35279,112
35280,603
35281,603
35282,197
35283,687
35284,142
35285,142
35286,792
35287,792
35288,197
35289,792
35290,706
35291,498
35292,498
35293,498
35294,135
35295,642
35296,114
35297,44
35298,512
35299,268
35300,792
35301,792
35302,210
35303,241
35304,219
35305,157
35306,157
35307,792
35308,8
35309,330
35310,442
35311,44
35312,674
35313,110
35314,330
35315,90
35316,681
35317,706
35318,347
35319,135
35320,347
