,0,1,2,3
3814,180853,"[33000, 27543, 31879, 43940, 42949, 653, 41411, 41448, 42297, 19178]",6562,0
3815,2628,"[2063, 10897]",11437,1
3816,28511,"[8779, 880, 4474, 18951, 20014, 20793, 21712, 21966, 26303, 30234, 30803, 30832]",34701,1
3817,157334,[18629],21668,1
3818,104695,[26340],29011,1
3819,167327,"[11168, 11879, 23322, 12432, 25180, 43128, 53450]",1959,0
3820,69597,"[9496, 19731, 32964, 15865]",25074,1
3821,59243,"[13358, 7623]",22336,1
3822,155594,[48427],9401,0
3823,141173,"[18516, 20580, 34942]",43376,1
3824,69715,"[5556, 4636, 13490, 8645, 18201, 19064, 17100, 22793, 23257, 19202, 42868, 43098, 45888, 53951, 53562]",22740,0
3825,20823,[23131],7492,1
3826,164723,"[9296, 8671, 9572, 10004, 10285, 13110, 14065, 17511, 56681, 5285, 8613, 10266, 14057, 15390, 18639]",13164,1
3827,128520,"[19006, 50945, 34223, 46598, 9241]",42334,1
3828,111305,"[2024, 18027, 28224, 35201, 35150, 14457, 59604]",60059,1
3829,176593,"[35691, 37167, 59518]",60546,1
3830,118668,"[35670, 38819, 35018, 41017]",26566,0
3831,35508,"[35675, 44206, 1492, 39694, 14264, 14950, 17697, 46899, 51038, 60812, 48501, 49156, 46986, 61762, 62278]",40089,0
3832,56159,"[12949, 18982, 19347]",19349,1
3833,97658,"[26910, 44514, 47514, 3152]",15223,1
3834,24425,"[27606, 7580, 32991, 34560, 37569]",54526,1
3835,37211,"[4522, 23241, 26095]",12681,1
3836,356,"[46647, 51068, 6385, 18970]",41385,0
3837,6108,"[8429, 8302, 9833, 15034, 19016, 2106, 14398, 4060, 28083, 18295, 26751, 8412, 42426, 47723, 21551, 46790, 47642, 56328, 29247, 41560, 58703]",29651,1
3838,183611,"[48802, 31582]",39771,0
3839,97584,[1721],771,1
3840,141592,"[4636, 7299]",6163,1
3841,108033,"[14867, 32369, 41634, 35619]",21775,0
3842,185562,"[6306, 16976, 20208, 27208, 33072, 29247, 24024, 22704, 3972, 23867, 25948, 34964, 41357, 40588, 43574, 41730, 42149, 44148, 24987, 45399, 47693, 47385, 39312, 51018, 53028, 49313, 52465, 56264, 49757, 57160]",55360,1
3843,22790,"[1708, 3082, 24113]",25286,1
3844,37559,"[27069, 33851]",11437,0
3845,164795,"[18424, 25976, 52774]",58260,0
3846,161303,"[4759, 14402, 16641, 28717, 47377, 46355, 1229, 2392, 3579]",6887,0
3847,140177,"[18238, 16641]",47985,1
3848,73991,"[38137, 4995, 36704, 50113, 38795]",42855,1
3849,30056,"[7905, 14604, 37150, 43399]",25460,0
3850,127903,"[4811, 39048, 53042]",43920,1
3851,77039,"[4937, 26811, 39747, 26698, 55202, 49328, 52011, 55854, 8412, 23492, 25870, 54993, 59747]",38997,0
3852,153261,[2991],24961,0
3853,147085,"[10236, 8455, 45854, 26624, 59165, 55323, 58054, 58055, 12705, 19926, 20536, 5135]",5974,1
3854,164095,"[10478, 15786, 24713, 25209, 17493, 15043, 14721, 18218, 13685, 30425, 24763, 40094]",8844,0
3855,118801,"[36140, 29334, 44056, 47144]",28183,0
3856,176958,[8283],8313,0
3857,115092,"[9975, 8444, 3186, 9687, 12067, 4308, 18340, 16220, 4487, 35194, 18201, 35340, 42002]",54852,0
3858,125217,[50628],41969,0
3859,17670,"[7954, 18692, 29439, 34247, 34289, 15521, 15473, 25727, 27144, 30089, 20711, 23690]",47703,0
3860,117569,"[9430, 1965, 38472]",12738,0
3861,139722,"[2957, 3319, 792, 934, 1709, 2999, 1610, 9047, 3970, 7988, 16729, 20889, 20810, 15566, 25058, 14815, 27433, 28315, 30909, 30910]",30911,1
3862,173779,"[22522, 40720]",45419,1
3863,58599,[10496],13167,0
3864,78605,"[38117, 41586, 52435, 56201, 53152, 56719, 41853, 52080, 57888, 54434]",44276,0
3865,21454,"[7939, 8603, 18936]",14142,0
3866,56175,"[6188, 7618]",17564,0
3867,86553,[1714],44003,0
3868,131121,"[27876, 1434]",31162,1
3869,2058,"[32991, 36778, 34386, 36796, 39609, 1685, 9950, 11766, 36239, 39815, 31320, 23877, 25646, 27603]",42525,0
3870,130946,[27034],33449,0
3871,17087,"[42376, 48390, 34763]",50438,1
3872,14103,"[15479, 28229, 28098, 24436, 33688, 23909]",37760,1
3873,18834,"[10265, 35399, 33810, 45405]",57582,0
3874,181128,"[46632, 43676, 25006, 1289]",39300,1
3875,16109,"[39840, 38819]",61901,0
3876,183266,"[52545, 35691, 44373]",9101,1
3877,82069,"[41999, 16226, 1289, 9984]",58231,1
3878,174071,"[9862, 9486, 4629, 7053, 8502, 12001, 11383, 6286, 4952, 7732, 17059, 13540, 21146, 13552, 16767]",62411,0
3879,66898,"[19291, 37586, 9591, 15001, 25884, 30470, 596, 22085, 40632, 44346, 53008, 56012]",403,0
3880,156650,"[19796, 34638, 9021, 38891, 46186, 40990, 45233, 22305]",23751,1
3881,58950,"[309, 351, 581, 752, 816, 817, 876, 909, 948, 1078, 1134, 1371, 1451]",1473,1
3882,60609,"[6306, 9413, 14586]",14947,1
3883,19812,"[21139, 22654, 9881, 39807, 41673, 990, 31297, 17836, 21643, 36320, 37371, 36435, 51817, 55436]",13632,1
3884,128105,"[16314, 34228, 16340, 35950]",53578,0
3885,40478,"[12968, 18463, 7328, 24322, 15010, 21158, 23166, 30319, 4996, 33804, 34525, 4995, 596, 32935, 35263, 36347, 32991, 42987, 18399, 14191, 41178, 25965, 31476, 34558, 8477, 12361, 43525, 4768, 21938, 6955, 35112]",37643,1
3886,74418,[2597],3472,0
3887,10143,"[7501, 12287, 21127, 28142, 11552, 29247, 32627, 6610, 14995, 32480, 32706, 32990, 21324, 44714, 6201, 32863, 4309, 30170, 34155, 42964, 23652, 43779, 34909, 46963]",50616,0
3888,57118,"[14616, 15098]",2933,1
3889,104081,"[7117, 3141, 25649, 31579, 14770, 41560, 8457, 41358, 41240, 39371]",28675,1
3890,16994,"[16744, 19389, 31614, 10739, 5430]",58328,0
3891,164208,"[2014, 5988, 8859, 14756, 16587, 20902, 26091, 28044, 32000, 34865]",36844,1
3892,18498,[46782],50204,0
3893,48694,"[21113, 59046, 56101, 56319, 59232, 59407, 52918, 59716, 59971, 55814, 60540, 60682, 54854, 61708, 37463, 55934, 61914, 50091, 61867, 59401, 61997]",62141,1
3894,15095,"[4167, 6105, 15894, 27252, 30641, 27525]",36682,1
3895,76236,"[49757, 54665, 57830]",29247,1
3896,19619,"[48633, 53804, 19768, 2484, 11547]",30083,1
3897,84662,"[4418, 3066, 3069, 5546]",6656,1
3898,88195,"[3965, 11151, 41649]",55113,1
3899,97343,"[8251, 8286, 40793]",40220,1
3900,135467,"[42400, 29809, 5301, 39661, 49663, 60613]",61138,1
3901,72996,"[41357, 36545, 34463, 23203]",9288,0
3902,75674,"[12270, 9834]",880,0
3903,83589,"[32526, 41115, 49890, 41407, 60387]",6536,0
3904,160684,"[761, 971, 3338, 1710, 6351, 9485, 6533, 18761, 18320, 4305, 9347, 23239, 8969, 19251, 23492, 15234, 10020, 23301, 21324, 15786, 19674, 32518, 35955, 45839, 46763, 17385, 46071, 19630, 21850, 23388, 48644]",51724,1
3905,133288,"[23542, 23638, 40504, 29245]",53458,1
3906,165291,"[3246, 4632, 1141, 8994, 10865, 7591, 11204, 9834, 10131, 10468, 13503, 13807, 10969, 3248, 13497, 12600, 13921, 16874, 16945, 17746, 18583, 19742, 21837, 22070, 20295, 19871, 24343, 21746, 25345, 18145, 28067, 28040, 25098, 25109, 25180, 845, 25553, 27729, 30997]",30845,1
3907,10986,"[14315, 18422, 32577]",25811,0
3908,175327,"[28662, 53391, 60727, 61946]",52011,1
3909,12146,"[25396, 19926, 13007]",54279,0
3910,127693,"[37405, 12726, 6744, 36730, 38819, 16886, 38446, 26238, 41566, 13812, 56703, 41237, 15249]",39341,1
3911,12154,"[28523, 46068, 8964, 1526, 26350, 38168, 42090, 17178]",43768,0
3912,42029,[39481],13109,0
3913,61135,"[2442, 8586]",18900,0
3914,174525,"[224, 3073, 2958, 7847, 7143, 2484, 15944, 21373, 2430, 24711, 19641, 26292]",38086,1
3915,90299,[3163],20227,1
3916,113081,"[293, 18209, 11848]",10806,0
3917,129091,"[4505, 2633, 2605, 2883, 3163, 18364, 18943, 18143, 9738, 16424, 32566, 40961, 40963, 22450]",46102,1
3918,150174,[15089],61187,0
3919,49502,"[17995, 41062, 18903, 32344, 22140, 50706, 53408, 36377, 38577, 33168, 39888, 49156, 49608]",16430,0
3920,153472,"[2605, 2885, 31402, 46638, 4498]",51709,1
3921,148832,"[5483, 6779, 9321, 14161, 31933, 34640, 35603, 35685, 40019, 40936, 41407]",7695,0
3922,7939,"[1655, 10237, 26406, 46418, 37464, 44936, 59954]",41623,1
3923,45792,"[7765, 6022, 17381, 24243, 17189, 6951, 25358]",30164,0
3924,40298,"[11753, 9680, 2359, 3652, 3149, 11895, 12135, 18835, 19380, 18979, 18959, 21544, 21972, 20311, 8656, 10643, 17649, 20033, 22753, 13612, 23357, 23355, 20055, 22498, 20208, 1857, 23847, 23109, 13097, 17643, 11193, 1286, 19391, 25109, 8283, 23969, 31571, 33170, 9623, 32229, 26280, 7681]",5224,1
3925,134217,"[38110, 13826]",1883,1
3926,17870,"[1006, 3981, 10724, 12617, 25019, 36547, 37882, 43960, 51814]",18938,1
3927,116561,"[1526, 4488, 7958, 9172, 10282, 24608, 26129, 26866, 45767, 53832, 58001, 60886]",2799,0
3928,58083,"[18457, 19607, 26091, 21659, 22569, 5227, 44513, 49476, 50197, 3534, 29247, 45265, 53170, 39511, 15856, 20852, 32751]",59033,0
3929,180580,"[44019, 33616, 31724, 23570, 42274, 38666, 47907, 42336, 49874, 22055, 51255, 53116, 2014, 14756, 32217, 50047, 55750, 62294, 38795]",43108,1
3930,131985,"[19759, 22733, 23136, 31071, 35419, 39718, 15662, 25519, 2370, 53520, 58193, 1951]",145,0
3931,117112,"[13607, 42765, 38777]",46187,1
3932,36837,"[25962, 33017]",42390,1
3933,52412,[24205],45207,0
3934,180055,"[14722, 17653, 21986, 23961, 25073, 26321, 23789, 25109, 28522, 28092, 29527, 23969, 26979, 27599, 30845, 26037, 11694, 33963, 34483, 36285, 36116, 33712, 37604, 39563, 37158, 40917, 41816, 41460, 41593, 39405, 20788, 44380, 38385, 42113, 46021, 38302, 47256, 46150, 39317, 34463, 48789, 48559, 49757, 43269, 48146, 49752, 47462, 48827]",51969,1
3935,112271,"[4250, 6428, 26329, 4136, 21366, 23718, 31926, 4406, 6526, 4792, 6723, 8649, 8827]",10594,1
3936,150637,"[1919, 6875, 7265, 4827, 5165, 6429, 6123, 9232, 8598, 8568, 9286, 7207, 6616, 8183, 5882, 3647, 9159, 7830, 8412, 3365, 7822, 13798, 7187, 5595, 5795, 6927, 10991, 9484, 11507, 4323, 9056, 11146, 9663, 11135, 12250, 2675, 9107, 4065, 13246, 9066, 11995, 12685, 8896, 13750, 13176, 13174, 14696, 10843, 13939, 4416, 10365, 12198, 13272, 14324, 16113, 16943, 6012, 17104, 11529, 8649, 10594, 12433, 15094, 14948, 13952, 16546, 8394, 12224, 8850, 15931, 16620, 17748, 4124, 6625, 18137, 17649, 48, 13458, 13534, 10781, 17488, 13862, 16907, 50835, 16388, 15786, 12586, 18383, 16586, 4155, 14348, 9679, 18879, 12968, 18873, 14947, 12929, 14805, 5967, 16940, 18959, 19295, 16124, 19983, 6541, 16290, 9839, 15332, 16941, 14291, 13393, 23545, 15916, 14565, 17338, 12094, 23628, 23409, 20450, 23948, 10683, 20041, 4253, 24614, 2714]",17606,0
3937,168690,"[6656, 19057, 18197, 13145, 13527, 10379, 18124, 20338]",28851,0
3938,112433,"[10333, 14654, 21410, 27433]",37135,0
3939,179196,"[8313, 17348, 24955]",564,1
3940,163525,"[8352, 9948, 8428, 21185, 24547, 15758, 25060, 12414, 14608, 17123, 3519, 24785, 29232, 34796, 6943]",11130,1
3941,166347,[4763],26172,0
3942,129898,"[8861, 23311, 31090, 39807, 21009, 14140, 22229, 41301, 42369, 27825]",46681,0
3943,56555,"[30585, 31567, 48554, 15043, 28005, 32776, 42548, 52268, 3963, 17743, 21445]",60950,0
3944,45796,"[33121, 15595, 54526, 55031]",46374,0
3945,34374,"[9021, 13556, 31145]",16982,0
3946,2876,"[33779, 14275, 25180, 32415]",50357,1
3947,159988,"[2026, 10322, 10502, 15132, 19463, 23024]",31690,0
3948,84841,"[42017, 10644, 26025, 39789, 39993, 41623]",42914,1
3949,53561,"[3909, 2321, 2088, 4279, 14860, 7492, 19203, 28483, 8145, 33374, 27742, 33590, 15903, 32518]",53481,0
3950,128571,"[12863, 15657, 20811, 19391]",4972,0
3951,22501,"[27928, 7841, 23011]",42508,1
3952,164549,"[3855, 2322, 3367, 7382, 13298, 13680, 15487, 22409, 26247]",36935,1
3953,77222,"[668, 39942]",26423,1
3954,106454,"[8266, 22793, 38819, 14977]",9455,0
3955,169786,"[28998, 29004, 53811]",180,1
3956,173783,"[5334, 7769, 6743, 3108, 8296, 9172, 13415, 9005, 6828, 28689, 3533, 3534, 10335, 12550, 18292, 9406, 24123, 18214]",2090,0
3957,112528,"[48447, 16948, 18912, 35750]",36312,0
3958,178293,"[16720, 12863, 24716]",25074,1
3959,163839,"[45856, 53875]",62278,1
3960,35942,"[26873, 20857]",49341,0
3961,165063,"[8888, 19106, 21294, 39083]",49527,0
3962,18903,[17051],36253,0
3963,139381,"[35826, 31421, 16851]",8828,1
3964,170605,"[1252, 21727, 41125, 32970, 30823]",12306,0
3965,95195,"[891, 958, 18989, 21372, 45654]",58735,0
3966,44006,"[19219, 29584, 32074, 42698, 22938]",26701,1
3967,97861,"[7518, 27494, 21494, 33671, 32197, 36117, 37586, 37106, 36926, 38086, 41330, 41331, 42180, 42260, 43016, 9948, 27451, 46224, 25019, 48104, 45665, 49526, 27310, 29907, 48144, 48318, 34964, 51204, 43630, 20975, 30181]",49832,1
3968,182565,"[3181, 15595, 27959, 29206, 32230, 37306, 38115]",42479,1
3969,149531,"[33098, 8608, 33927, 418, 45787]",40863,1
3970,35009,"[10533, 7918, 16779, 2232, 30361, 45331, 32991]",56523,1
3971,102481,"[18027, 19008]",15096,1
3972,58036,[6750],28217,1
3973,179101,"[45235, 8740, 10282, 12497, 13868, 16088, 17550, 17606, 17964, 19489, 20915, 21705, 22961, 24802, 26195, 31389, 32462, 36991, 37136, 37948, 38098, 40235, 40823, 43598, 43735, 45147, 48634, 49156]",49924,1
3974,27887,"[48073, 46848, 46377]",29595,1
3975,17738,[4763],8685,1
3976,81860,"[1714, 14947, 17104, 18649, 23633, 29281, 29757, 29880, 32186, 30252, 25649, 31566, 28221, 38121, 33659, 37761, 41454, 36824, 42976, 42912, 26177, 39622, 41818, 43014, 46989, 48193, 49756, 49752, 52004, 50398, 51918, 24993, 42470, 51233, 52226, 27609, 52363, 52367, 44658, 49125, 52229, 51615, 52225, 52228, 52230, 52364, 52370, 52365, 52362]",47251,1
3977,56329,"[23596, 28727, 32006, 11681, 37760]",31089,1
3978,118726,"[6874, 2318, 25019, 14209, 14533, 20149, 25842, 33341, 13632, 27356, 51053]",7401,1
3979,163941,"[3815, 6832, 11945, 33921]",43596,0
3980,53516,"[15933, 31697, 3120, 12254, 14522, 31084, 55423, 43240, 44821, 27222, 37306, 39993, 16779, 19326, 17676, 24235, 40131, 45082, 7466, 25449, 25965, 27067, 33237, 35603, 44023, 46360, 49028, 1312, 41634, 41710, 44274, 47260, 42243, 30283]",31829,1
3981,139841,"[5280, 4060]",16201,1
3982,77818,"[14703, 13538, 14610, 24951, 7034, 16620, 26735, 38577, 22427, 57488, 39878]",40544,1
3983,52779,"[9804, 5896, 21505, 32186, 34782, 21599, 34253]",34310,1
3984,33126,"[43146, 17635, 29030, 43950]",40084,1
3985,182329,"[7968, 10020]",12361,1
3986,115266,"[7400, 13144, 15446, 7986, 3126]",32767,0
3987,78373,"[7592, 11401, 17635]",47125,0
3988,24569,"[7499, 16113, 14880, 17407, 21136, 22563, 25870, 11691, 34483, 30164, 34961, 34963, 34965, 33587, 37935, 40186, 30491, 37305, 40691, 42427, 42976, 44929, 35617, 45399, 36913, 46379, 28140, 38491, 42515, 45560, 45562, 34153, 49757, 41735, 52112, 45550, 51634, 52227, 52229, 56033, 50398]",56192,1
3989,127206,"[5776, 8274, 10739, 14772]",46397,1
3990,72396,"[24322, 42914, 25651, 41905, 48521, 49754, 50248, 9828, 38907, 50344, 56272]",46482,1
3991,109959,"[37537, 45616, 38403, 58382, 58696]",9576,0
3992,98115,"[8413, 3016, 3922, 7299]",40191,0
3993,72090,"[5530, 42336, 26401]",53324,0
3994,94483,[31046],38552,0
3995,177462,"[9496, 14240, 26838]",17888,0
3996,71693,"[20282, 25610]",27272,1
3997,120867,"[28788, 43718, 46347, 49443, 3702]",7919,1
3998,71877,"[42010, 36064, 23700, 27099, 41896]",60113,0
3999,144447,"[12584, 30174]",48913,0
4000,43250,"[7207, 8339, 20808]",25901,1
4001,151399,"[160, 14092, 26271]",28446,1
4002,36499,"[12105, 16862, 4590, 19290, 36854, 22255, 25735, 33586, 25928, 13067, 45669, 16588, 30900, 37704, 32982, 42564, 27443, 28949]",13786,1
4003,146503,"[11742, 35399, 53281]",28910,0
4004,157240,"[6625, 18226, 18663]",7144,0
4005,177151,"[16724, 40238, 55230, 23585]",46752,1
4006,109384,"[932, 739, 17192, 43041, 33717]",49693,1
4007,62126,[16860],13632,1
4008,44193,"[3381, 6517, 6726]",34093,0
4009,2577,[39795],60637,0
4010,145422,"[13382, 8413, 53034, 17443]",17964,1
4011,74291,"[12059, 11157, 46340]",13632,1
4012,158426,"[53, 6867, 2031, 6230, 8092, 6276, 6881, 7381, 8053, 418, 8929, 8381, 4077, 5039, 13091, 7765, 10797, 8084, 2871, 5780, 10058, 15601, 18274, 19082, 28040, 11042, 15267, 31868, 21129, 4685, 7012, 33239, 13589, 25965, 33358, 33397, 35723, 32554, 13834, 33865, 18394, 32822, 27125, 20640, 10195, 14112, 36272, 30422, 25830, 6485, 17286, 10640, 19193, 20767, 13677, 24103, 3182, 19006, 46065, 31262, 32928, 53169, 53604, 5856, 8495, 19609, 21553, 23587, 24081, 28903, 31770, 32964, 35270, 42499, 43332, 13525, 14883, 42598, 27543, 50431, 10859, 52030, 25879, 30171, 31874, 32377, 26238]",56079,1
4013,93373,[31757],36780,1
4014,129969,"[7401, 19291, 24675, 25764]",5462,0
4015,97405,"[164, 21600, 15652]",38924,0
4016,4212,[10858],19628,0
4017,103817,"[41994, 40663, 49028]",3587,0
4018,109490,"[596, 33567, 25365, 3894]",17129,1
4019,148600,"[14028, 37620, 37920, 46425, 53509]",56141,1
4020,57694,"[51560, 4768, 15043, 23427, 59864, 1038, 20975, 51477]",5735,0
4021,68183,"[37111, 46822, 4677, 9874, 26003, 46380]",12756,0
4022,58920,"[2479, 23290, 20814, 32507]",12150,0
4023,127001,"[8295, 11058, 19768, 20091, 21275, 19943, 22744, 24062, 24219, 23584, 20783, 24322, 20208, 29346, 26978, 15619, 24181, 29882, 32482, 29376, 28906, 40828, 44055, 23791, 30010, 34619, 44548, 33658, 43830, 47258]",55265,0
4024,67610,"[668, 4139]",3298,0
4025,34817,"[26502, 18091]",23300,1
4026,124784,"[40042, 44090, 57635, 14535, 24625, 30134, 35216, 15679, 61100]",52214,0
4027,70469,"[35283, 46280, 38312, 49156, 55422, 60494]",4303,0
4028,69486,"[58392, 36831, 48969, 19768]",46170,0
4029,174614,"[15072, 29776, 29717, 30380, 7245, 9496, 10620, 10623, 12361, 13941, 19696, 20952, 21643, 22788, 23493, 25119, 33340, 33720, 36142, 37504, 42334, 45306, 59167, 2040, 9591, 10544, 10581, 12254, 12777, 14276, 16008, 18076, 19638, 20806, 23810, 32557, 33285, 33818, 34270, 36930, 3015, 49360, 49754, 58410]",50941,0
4030,22876,"[12001, 18906, 25019, 11491]",57163,0
4031,67885,"[10231, 21326, 41431]",1100,0
4032,187031,"[21437, 9266, 25608, 10350, 15043, 29548, 14505, 6181]",54099,0
4033,7695,"[2211, 8375, 11760, 2404]",21091,1
4034,6852,[39255],39072,1
4035,3469,"[8046, 6597, 10933, 8350, 8048, 10942, 17212, 17405, 17460, 19279, 14945]",1700,0
4036,122871,[4221],11902,1
4037,66640,"[1318, 1357, 34466, 44341, 44346]",2596,0
4038,112354,[38064],9950,1
4039,109451,"[20836, 28037, 26905, 28446, 34660, 6289, 15094, 31599, 1965, 28996]",24827,0
4040,67303,[58613],39709,0
4041,72289,"[26280, 35643, 22582]",14840,0
4042,11390,"[7492, 15089]",16064,0
4043,177841,[6880],6523,0
4044,15011,"[2111, 6951]",52222,1
4045,3915,"[22950, 27335, 28296, 29982, 40912, 32865, 39485, 6693, 43046, 20282, 21643, 35213, 3618, 34310, 35826, 38791, 14522, 23214, 14557, 38068, 10026, 12361, 15163, 25962, 29135, 44434, 44346, 40783, 10659, 45501, 18478, 2680, 3704, 5642, 7696, 22946, 22947, 23585, 33442, 4067, 26472, 23877, 748, 21158, 18295, 16776, 33312, 46909, 38025, 44717, 59509, 37874, 50359, 54707, 59833, 34910, 56691, 49156, 55179, 30816, 60803, 33472, 48087, 62032, 20980]",15314,0
4046,175920,"[17947, 25327, 26387]",20450,1
4047,18232,"[15601, 32078, 7980, 40548, 23722, 39196, 41856, 39993, 45069, 41358, 49156]",28064,1
4048,27651,"[19748, 44536, 5485, 7401]",37626,0
4049,55998,"[17830, 41394, 42911, 20561]",157,0
4050,186661,"[6019, 14111, 4763, 14596, 10286]",1563,0
4051,190246,"[10827, 25370]",10634,0
4052,51156,"[6471, 22538, 19835, 22793, 22224, 30536, 11563, 20281, 13204, 42825]",53817,0
4053,14346,"[5904, 2170, 7884, 5265, 8383, 5956, 9211, 2472, 2509, 9816, 11315, 11341, 9693]",10615,0
4054,171004,"[3901, 43897, 54101, 31930]",23588,0
4055,113171,"[20783, 31571]",33318,1
4056,80819,"[24275, 25757, 34244, 41618, 46006, 54220, 27088]",50967,1
4057,32219,"[13753, 28018]",35216,1
4058,59531,"[1714, 6702, 6081, 12863, 4006]",1559,1
4059,141132,"[35412, 34276, 20968, 42365, 44553, 49508, 50548, 50549, 52421, 54188, 59865, 662, 1756, 1928, 1951, 2877, 4301, 4614, 8288, 10989, 14398, 23269, 23811, 24304, 27222, 30576, 38025, 38806, 42992, 43140]",45418,1
4060,38894,"[739, 17356, 12935, 23307, 23382]",20313,1
4061,95372,[9561],29693,1
4062,80135,"[10948, 9489, 7905, 18200, 13473, 16456, 18808, 17826, 4722, 21343, 14826, 22116, 21974, 20250, 20980, 19869, 22108, 24152, 18914, 24638, 26665, 20869, 25109, 27575, 26663, 25876, 23969, 24061, 24443, 31570, 31566]",32623,1
4063,95368,"[13188, 32991, 19418, 23498, 32553, 40798, 27484, 29832, 40829, 36992, 13632, 31933, 43587, 36124, 41407, 56857, 22172, 25965, 60118]",29247,1
4064,11921,"[25435, 16215, 47542]",1501,0
4065,12628,"[8609, 11884]",42698,0
4066,64400,"[3043, 3108, 2407, 2040, 11052, 12968, 12421, 12781, 10092, 11857, 840, 5988, 13503, 16622, 17051, 18329, 19213, 11035, 13430, 17675, 4957, 16156, 9591, 17756, 31987]",62829,0
4067,161624,"[13637, 44952]",44114,0
4068,60694,"[33101, 20438, 45888, 53042, 8675]",21172,0
4069,42085,"[3824, 523, 4323, 7922, 8428, 11201, 8553, 12194, 6689, 5424, 13458, 13489, 8025, 12606, 22640, 25474, 26230]",10172,0
4070,127220,[3228],6163,1
4071,174183,"[119, 813, 7427, 11945, 28777, 34966, 8830, 9707, 12792, 15991, 17381, 9740, 21003, 22906, 31016, 36306, 36831, 34963, 42432, 43829, 34964, 40832, 44436, 49757, 51969, 51518]",12960,1
4072,109672,"[11456, 12788, 20910]",41658,0
4073,136071,"[3281, 1085, 3823, 10330, 13278, 5775, 10802, 11114]",4530,0
4074,86616,"[23522, 25870, 8143, 14676]",38139,1
4075,59335,"[5238, 5393, 6750, 3181, 8304, 7299, 10126, 3685, 53, 5514, 15390, 16248]",41966,0
4076,89609,"[1130, 10334, 5040, 10942, 31709, 24202, 33688, 43231, 8061]",48888,0
4077,57093,"[25874, 29243, 33265, 34808, 35355, 38302, 40828]",42297,1
4078,14284,"[51517, 54327, 57543]",61784,0
4079,80076,"[33574, 26502, 4763]",19464,0
4080,43273,[4386],36949,0
4081,15169,"[29340, 43882, 44731, 45130]",58279,0
4082,130105,"[5281, 4569, 4634, 3594, 5245, 5438, 6081, 2733, 3860, 4050]",8504,1
4083,158378,"[20129, 21444, 4289, 15906, 22861, 23629]",10124,0
4084,41860,"[84, 21735, 33044, 38370, 48160, 51706, 12439, 27643, 28506]",40239,0
4085,8052,"[44237, 46595, 29918, 27543, 54188, 37691, 36930]",2945,0
4086,31105,[13099],62365,0
4087,59720,"[15034, 22591, 22299, 24542, 39629, 40567, 41649, 38609, 50849]",53726,1
4088,111086,"[39196, 33688, 33229, 40774, 19291, 46264, 32439, 45462, 41407, 84, 27064, 31084, 31567, 44838]",29600,1
4089,42496,"[6227, 8340, 11326, 20567, 3674, 12617, 41560]",41749,1
4090,176899,"[1898, 1776, 6433]",1811,1
4091,177535,"[1272, 10828, 1655, 2171, 5138, 7108, 11091, 11570, 13273, 12863, 10210, 14079, 9494, 21118, 18665, 11092, 6810, 16355, 24914, 14256, 22948, 22744, 19147, 20208, 22950, 26750, 18377, 27336, 18513, 24004, 27337, 18030, 31636, 33286, 8241]",24555,1
4092,76300,"[27164, 39011, 48304, 15939, 43047, 51278, 2026, 45331, 2549, 36637, 34162, 32643, 21128, 30981, 43112, 4674, 47439, 857, 3612, 9359, 23169, 32137, 33842, 41200, 41676, 53617]",57318,1
4093,66459,"[1332, 2244, 8934, 22601, 24803, 28038, 28397, 35775, 38025, 38096, 39169, 48436, 5385, 11318, 12602, 54513, 4554, 11259, 27621, 29336, 8412, 29624, 23881, 40473, 51432, 16882, 34515, 48503, 7754, 12256, 24570, 54906, 55980, 17614, 39718, 58523, 26766, 48851, 23960, 41747, 48141, 61465, 34906, 35445, 4363, 23760, 24652]",32354,0
4094,171580,"[17748, 17488, 5856, 26502]",33472,1
4095,9647,"[46068, 37001, 44680, 48540]",23999,0
4096,136639,"[12800, 36906, 42456, 29245]",33737,0
4097,63641,[12361],51066,0
4098,155601,"[18090, 31797]",24328,1
4099,16016,"[20757, 30585, 29247, 34906, 21970, 24309, 57249, 24301, 43602, 26159, 49028, 60331]",17060,0
4100,32329,"[12361, 35167, 42520, 51599]",54470,1
4101,40801,"[1857, 27090]",53064,0
4102,132345,"[3125, 5742, 20043]",28043,1
4103,148664,"[18215, 15991]",16440,1
4104,55507,"[8393, 713, 27972, 25843, 15150, 34245, 27607, 36083, 28919, 4768, 15233, 7282, 30446, 21190, 22386, 45242, 54906]",37081,1
4105,16220,"[34854, 32834, 19354, 43485, 49618, 55467, 58174, 13632, 29247, 42692, 48322]",49156,1
4106,77623,"[32387, 48038]",51425,1
4107,173764,"[8588, 25346, 28997, 39307, 44259]",9298,0
4108,181662,"[4763, 15635, 17174, 21002, 10530, 17719, 29327, 33926, 18812, 45616, 6183, 25735, 39072]",45888,1
4109,110867,"[7936, 36899]",32358,0
4110,114297,"[31684, 15885, 21922, 21925]",55246,0
4111,70290,"[11157, 13393]",5239,0
4112,184600,"[9806, 29907, 32633]",13993,0
4113,142328,"[9623, 52358, 60483, 40978, 46186, 44255, 49591, 55059]",37294,0
4114,149995,"[36823, 18294, 18295, 31416]",54284,0
4115,18237,"[15437, 10114, 12258, 17590, 17658, 22970, 28919, 18992, 30762, 10870, 16563, 29247, 18905, 53171, 26003, 56681, 36591]",54422,1
